"State","Revenue (millions) ($)","Population","Revenue per capita ($)","Spending (millions) ($)","Spending per capita ($)","Net contribution per capita ($)"
"Delaware","16858","864764","19494","6234","7209","12285"
"Minnesota","78697","5197621","15141","40075","7710","7431"
"New Jersey","121678","8685920","14009","63972","7365","6644"
"Connecticut","54236","3502309","15486","32378","9245","6241"
"New York","244673","19297729","12679","157789","8177","4502"
"Illinois","135458","12852548","10539","88669","6899","3640"
"Nebraska","19043","1774571","10731","13986","7881","2850"
"Rhode Island","11967","1057832","11313","9077","8581","2732"
"Texas","225391","23904380","9429","171766","7186","2243"
"Colorado","45404","4861515","9340","34828","7164","2176"
"Massachusetts","74782","6449755","11595","61028","9462","2133"
"Arkansas","27340","2834797","9644","22454","7921","1723"
"Nevada","19619","2565382","7648","15474","6032","1616"
"California","313999","36553215","8590","260422","7124","1466"
"North Carolina","75904","9061032","8377","65863","7269","1108"
"Wisconsin","43778","5601640","7815","38177","6815","1000"
"Washington","57450","6468424","8882","52455","8109","773"
"Georgia","75218","9544750","7881","71079","7447","433"
"Ohio","105773","11466917","9224","105214","9175","49"
"Kansas","22311","2775997","8037","22737","8191","-154"
"Michigan","69924","10071822","6943","71652","7114","-171"
"New Hampshire","9304","1315828","7071","9764","7420","-349"
"Oklahoma","29325","3617316","8107","30686","8483","-376"
"Pennsylvania","112368","12432792","9038","117151","9423","-385"
"Oregon","23467","3747455","6262","25242","6736","-474"
"Florida","136476","18251243","7478","147091","8059","-581"
"Tennessee","47747","6156719","7755","51456","8358","-603"
"Indiana","42668","6345289","6724","47254","7447","-723"
"Utah","15064","2645330","5694","17158","6486","-792"
"Iowa","18437","2988046","6170","21649","7245","-1075"
"Missouri","48568","5878415","8262","55564","9452","-1190"
"Wyoming","4725","522830","9037","5355","10242","-1205"
"Idaho","9025","1499402","6019","10946","7300","-1281"
"Arizona","35485","6338755","5598","48012","7574","-1976"
"Louisiana","33677","4293204","7844","43036","10024","-2180"
"Vermont","3806","621254","6126","5579","8980","-2854"
"Maryland","53705","5618344","9559","70617","12569","-3010"
"Kentucky","23151","4241474","5458","35927","8470","-3012"
"Puerto Rico","3549","3941459","888","16798","4262","-3374"
"South Carolina","20499","4407709","4651","37056","8407","-3756"
"Montana","4523","957861","4722","8497","8871","-4149"
"Maine","6289","1317207","4775","11850","8996","-4221"
"South Dakota","4766","796214","5985","8280","10399","-4414"
"North Dakota","3660","639715","5721","6766","10577","-4856"
"Hawaii","7666","1283388","5974","14062","10957","-4983"
"Alabama","24149","4627851","5218","47889","10348","-5130"
"West Virginia","6522","1812035","3599","17067","9419","-5820"
"Virginia","61990","7712091","8038","110105","14277","-6239"
"Mississippi","10869","2918785","3724","30616","10489","-6765"
"New Mexico","8346","1969915","4237","22418","11380","-7143"
"Alaska","4287","683478","6273","9378","13721","-7448"
"District of Columbia","20394","588292","34666","43475","73900","-39234"
